,0,2,3,4,A,B,C,D,E
0,0.6126724265313714,0.4430782349311236,0.2111171752573175,0.1388750441426964,,,,,
1,0.0755500480895842,0.8398625285826875,0.3005248649860246,0.2731632142950249,,,,,
2,0.6378697391506745,0.300416838448071,0.1705219155801074,0.8301911666542113,,,,,
3,0.7348806022919113,0.7977694429609574,0.5616656520985488,0.5945269300849946,,,,,
4,0.2834076824407661,0.5714374919030564,0.5732055574303041,0.8449677009371171,,,,,
5,0.2541422244131497,0.3562988004072064,0.1537705382958765,0.591565173817707,,,,,
6,0.7563970257142641,0.3894991448318728,0.8707549631555245,0.797985969155297,,,,,
7,0.5488083040356213,0.597585508263673,0.5645162815445492,0.2581929120872929,,,,,
8,0.9765340747119584,0.2366706313935093,0.2550275895603496,0.1700977468913966,,,,,
9,0.8872116520478218,0.9557405512863644,0.8397031995485412,0.477757779456917,,,,,
10,0.4946077700406746,0.9417101902280124,0.7487869318058081,0.4936685918964995,,,,,
11,0.3229678134389796,0.5776828348683691,0.6983915779408337,0.0691153653733233,,,,,
12,0.6956401695321153,0.6197139678243774,0.3952221793533689,0.762215588864933,,,,,
13,0.4668410134547652,0.6444924245772525,0.1898653783468465,0.9582837787911156,,,,,
14,0.5750080564637203,0.7272221506590796,0.6269215070548462,0.2971785015236108,,,,,
15,0.8568008923000987,0.6275492345201317,0.8128030009737179,0.3807151721599436,,,,,
16,0.4010559252936801,0.9752528082025238,0.5750732580196416,0.4345114891969581,,,,,
17,0.4183227735824889,0.4103950669904955,0.8640824137613214,0.2389874651320678,,,,,
18,0.123888131210895,0.6704963382801634,0.5779119633226789,0.7996983150300748,,,,,
19,0.0191950541853976,0.2898426546281887,0.0239568357228644,0.7313894675295494,,,,,
20,0.5891115977538037,0.7945666364669589,0.7455493148632938,0.3411111501743999,,,,,
21,0.0927965248858724,0.5066040032656668,0.4990300180736543,0.93931677317718,,,,,
22,0.1834718999113248,0.4382040465685755,0.9268163107164032,0.726257093557536,,,,,
23,0.747754365128803,0.5665842626466012,0.5782483816050978,0.8213037082957048,,,,,
24,0.2608209149973447,0.6119984957123882,0.8751436934312329,0.3834099654989145,,,,,
25,0.8454145846662161,0.3929426349313957,0.813900762507519,0.1167840867736674,,,,,
26,0.6971648180496074,0.4771873601891293,0.5173442496072771,0.3827397696818969,,,,,
27,0.078510294899784,0.8980400863235689,0.7964863830447075,0.5029006415065113,,,,,
28,0.6129502136131695,0.4673871087094798,0.9073060118304772,0.8788524156113167,,,,,
29,0.5055752166727293,0.1485612794326162,0.7815455957240608,0.1948348718817431,,,,,
30,0.2290875259530268,0.2157139809417809,0.3194147378555185,0.3874261039876334,,,,,
31,0.0454920536105687,0.2585645695638487,0.5663235981943641,0.0465807292880174,,,,,
32,0.9649433512009576,0.4577610426965061,0.4978893835473168,0.6101172075931351,,,,,
33,0.1076825999247863,0.1971215143749376,0.9262744183548354,0.3041609549145899,,,,,
34,0.5562758886671503,0.2279968337692194,0.841405946795843,0.8595805943259001,,,,,
