0,1,2,3,4
0.6126724265313714,0.4084257911532252,0.44307823493112364,0.21111717525731755,0.13887504414269647
0.07555004808958421,0.25276752823064275,0.8398625285826875,0.3005248649860246,0.2731632142950249
0.6378697391506745,0.3757029964844326,0.300416838448071,0.17052191558010743,0.8301911666542113
0.7348806022919113,0.7008732875858357,0.7977694429609574,0.5616656520985488,0.5945269300849946
0.2834076824407661,0.7554865032859048,0.5714374919030564,0.5732055574303041,0.8449677009371171
0.2541422244131497,0.3647753749282039,0.3562988004072064,0.1537705382958765,0.591565173817707
0.7563970257142641,0.8619709984133989,0.38949914483187287,0.8707549631555245,0.797985969155297
0.5488083040356213,0.5861862819079536,0.597585508263673,0.5645162815445492,0.2581929120872929
0.9765340747119584,0.44574456788354,0.2366706313935093,0.25502758956034965,0.17009774689139667
0.8872116520478218,0.8420151857178486,0.9557405512863643,0.8397031995485412,0.477757779456917
0.4946077700406746,0.11889170928378334,0.9417101902280123,0.7487869318058081,0.4936685918964995
0.3229678134389796,0.2213215115745425,0.5776828348683691,0.6983915779408337,0.0691153653733233
0.6956401695321153,0.7461154640017865,0.6197139678243774,0.3952221793533689,0.762215588864933
0.46684101345476525,0.720018547526755,0.6444924245772525,0.18986537834684658,0.9582837787911155
0.5750080564637203,0.172856362095536,0.7272221506590796,0.6269215070548462,0.2971785015236108
0.8568008923000987,0.3870678443236888,0.6275492345201317,0.8128030009737179,0.38071517215994366
0.40105592529368017,0.5072344299946753,0.9752528082025238,0.5750732580196416,0.43451148919695814
0.4183227735824889,0.13658260850928494,0.41039506699049555,0.8640824137613214,0.2389874651320678
0.12388813121089504,0.5137161134991909,0.6704963382801634,0.5779119633226789,0.7996983150300748
0.019195054185397686,0.23932547330020004,0.2898426546281887,0.023956835722864445,0.7313894675295494
0.5891115977538037,0.02050577439639556,0.7945666364669589,0.7455493148632938,0.34111115017439997
0.09279652488587242,0.4915547855486778,0.5066040032656668,0.4990300180736543,0.93931677317718
0.18347189991132484,0.456693634649568,0.4382040465685755,0.9268163107164031,0.726257093557536
0.747754365128803,0.777412732187037,0.5665842626466012,0.5782483816050978,0.8213037082957048
0.2608209149973447,0.968145265043658,0.6119984957123882,0.8751436934312329,0.3834099654989145
0.8454145846662161,0.7063120673629628,0.3929426349313957,0.813900762507519,0.11678408677366747
0.6971648180496074,0.704634468014428,0.47718736018912933,0.5173442496072771,0.38273976968189694
0.078510294899784,0.9351058263870108,0.8980400863235689,0.7964863830447075,0.5029006415065113
0.6129502136131695,0.046639871359891005,0.46738710870947986,0.9073060118304771,0.8788524156113167
0.5055752166727293,0.0348014276875801,0.1485612794326162,0.7815455957240608,0.1948348718817431
0.22908752595302684,0.779868989939086,0.21571398094178096,0.31941473785551855,0.38742610398763344
0.04549205361056874,0.6833103956558428,0.25856456956384877,0.5663235981943641,0.046580729288017486
0.9649433512009576,0.8040320440107556,0.4577610426965061,0.4978893835473168,0.6101172075931351
0.10768259992478635,0.4393096065994977,0.19712151437493763,0.9262744183548354,0.30416095491458994
0.5562758886671503,0.6683289190419083,0.22799683376921942,0.841405946795843,0.8595805943259001
0.4398130234683727,0.7831562325578887,0.5009879731145518,0.2640654749362561,0.4154547920840195
0.21990231932848914,0.6251107582013432,0.4904458482798377,0.9064801632466578,0.7397318758933854
0.7466629130547945,0.13640284341556363,0.3333786475665228,0.10059020734694446,0.3364751199556022
0.1955963687405664,0.5356014166881288,0.8484090469449617,0.506377000978889,0.6990680435075358
0.34912180047936225,0.4348508188990263,0.37805981385491616,0.1042510522008594,0.5379762797138394
0.6391321376440869,0.7402206993371842,0.08372475693179948,0.3702713360597034,0.9564472567021327
0.7882526453208452,0.23213386683131787,0.9231676101570127,0.6532634801342297,0.25069067092512676
0.703005696872736,0.2532005542609145,0.14576062783563992,0.10695854877934763,0.8717666342506851
0.10598840714736646,0.7858027067579703,0.4235506698634107,0.6939536744724353,0.4872844419198257
0.3880389019794781,0.9372623394792559,0.6507744294542162,0.7745230234528816,0.593056031368384
0.691185975962311,0.5196952613916287,0.5138222364530832,0.31285337749115505,0.6374124294384783
0.2773520907711705,0.14299625482595557,0.3375242410203254,0.8746926995841235,0.9810766138941156
0.14012279539230998,0.5867285964380456,0.021704768227454596,0.45973187545005356,0.8554041480643699
0.48680388586041357,0.29561001955091504,0.6941916380110731,0.15242645498268304,0.04692830007553861
0.02380896821639511,0.5170414530594705,0.6421220333696035,0.2988676446233369,0.2538622372939775
